"Gene"	"P-value"
"368"	"AGAP8"	6.32790174925901e-07
"369"	"AGBL1"	0.274677699746074
"370"	"AGBL2"	5.70470085292651e-05
"371"	"AGBL3"	0.341913089470034
"372"	"AGBL4"	0.000338472732651973
"373"	"AGBL5"	0.135924685414398
"374"	"AGER"	1.07678735070671e-05
"375"	"AGFG1"	0.851966124113815
"376"	"AGFG2"	0.14240100888969
"377"	"AGGF1"	0.00131176736401284
"378"	"AGK"	0.633884304019738
"379"	"AGL"	3.85381435932253e-05
"380"	"AGMAT"	3.57047845044312e-05
"381"	"AGPAT1"	0.000309977503210601
"382"	"AGPAT2"	0.035892043864486
"383"	"AGPAT3"	0.000491151367091991
"384"	"AGPAT4"	0.911564673595645
"385"	"AGPAT5"	0.0246980262099765
"386"	"AGPAT6"	0.262248787446956
"387"	"AGPAT9"	0.00207881571201896
"388"	"AGPHD1"	0.332118154558333
"389"	"AGPS"	2.49162011686233e-05
"390"	"AGR2"	0.0451541470536114
"391"	"AGR3"	0.00174838820967238
"392"	"AGRN"	0.00570242080833727
"393"	"AGRP"	0.0883591413675584
"394"	"AGT"	0.148010908514669
"395"	"AGTPBP1"	0.000642888620581483
"396"	"AGTR1"	8.19549182055068e-05
"397"	"AGTR2"	0.905000470988382
"398"	"AGTRAP"	0.892095058516996
"399"	"AGXT"	0.0677144748550718
"400"	"AGXT2"	0.000286184995533234
"401"	"AGXT2L1"	0.461331293397502
"402"	"AGXT2L2"	0.3217696493929
"403"	"AHCTF1"	0.0203859749767593
"404"	"AHCY"	0.161574042880616
"405"	"AHCYL1"	0.0010587377806015
"406"	"AHCYL2"	0.163669672280662
"407"	"AHDC1"	0.0179904260335284
"408"	"AHI1"	0.0140925062607894
"409"	"AHNAK2"	0.314281655834102
"410"	"AHNAK"	6.85895227543476e-05
"411"	"AHR"	0.0318774073233722
"412"	"AHRR"	0.277663775111395
"413"	"AHSA1"	0.159462130963059
"414"	"AHSA2"	0.00547250885966355
"415"	"AHSG"	0.0221502596239016
"416"	"AHSP"	0.316483773657341
"417"	"AICDA"	0.393254720004322
"418"	"AIDA"	0.917491943664512
"419"	"AIF1"	0.00489547541088542
"420"	"AIF1L"	0.0573054775893246
"421"	"AIFM1"	0.0002344646236635
"422"	"AIFM2"	0.618660059617955
"423"	"AIFM3"	0.0246992777572863
"424"	"AIG1"	0.00142739715817475
"425"	"AIM1"	0.482005444277136
"426"	"AIM1L"	0.000183787464803409
"427"	"AIM2"	0.000117512261585295
"428"	"AIMP1"	0.00921276672847848
"429"	"AIMP2"	0.470871652306188
"430"	"AIP"	0.134672248331791
"431"	"AIPL1"	0.00502918823794829
"432"	"AIRE"	0.000235211697116378
"433"	"AJAP1"	2.31423839069933e-06
"434"	"AK1"	0.372391809255797
"435"	"AK2"	0.05816770950294
"436"	"AK3"	2.82905553914414e-05
"437"	"AK3L1"	2.30501497194835e-05
"438"	"AK5"	0.947514120353842
"439"	"AK7"	0.000226878745224313
"440"	"AKAP10"	0.00448752308981637
"441"	"AKAP11"	0.00052065142988833
"442"	"AKAP12"	0.0162378286512253
"443"	"AKAP13"	0.000636776331343847
"444"	"AKAP14"	0.753487722383184
"445"	"AKAP1"	0.000189338348041579
"446"	"AKAP2"	0.00590526447764916
"447"	"AKAP3"	0.0232289377640829
"448"	"AKAP4"	0.0314237222770354
"449"	"AKAP5"	0.840704264305905
"450"	"AKAP6"	2.65638958607539e-07
"451"	"AKAP7"	0.056359582451552
"452"	"AKAP8"	0.29486295825288
"453"	"AKAP8L"	0.000280072104358098
"454"	"AKAP9"	0.205029368097556
"455"	"AKD1"	0.0829844064842266
"456"	"AKIRIN1"	0.0632235030679775
"457"	"AKIRIN2"	0.188491847009082
"458"	"AKNA"	0.282233788053666
"459"	"AKNAD1"	7.62057287828632e-07
"460"	"AKR1A1"	0.131692309506233
"461"	"AKR1B10"	0.00897571215435
"462"	"AKR1B1"	0.697339795838401
"463"	"AKR1B15"	3.37191695787276e-07
"464"	"AKR1C1"	3.93365716453431e-05
"465"	"AKR1C2"	0.463685232091232
"466"	"AKR1C3"	0.0429604203408392
"467"	"AKR1C4"	0.0379083915313324
"468"	"AKR1CL1"	0.535118073959852
"469"	"AKR1D1"	0.07119484201986
"470"	"AKR1E2"	0.0227523251908315
"471"	"AKR7A2"	9.3729577479218e-05
"472"	"AKR7A3"	0.00143908525181813
"473"	"AKR7L"	0.159158073774712
