"Gene"	"P-value"
"418"	"AIDA"	0.973673873533489
"419"	"AIF1"	0.0594927171376289
"420"	"AIF1L"	0.440255016225345
"421"	"AIFM1"	0.0123727178469706
"422"	"AIFM2"	0.306248558965006
"423"	"AIFM3"	0.100557698323745
"424"	"AIG1"	0.0985175734271279
"425"	"AIM1"	0.546621920703455
"426"	"AIM1L"	0.0052238595020806
"427"	"AIM2"	0.00051361698264385
"428"	"AIMP1"	0.0584523952880999
"429"	"AIMP2"	0.0774978401096978
"430"	"AIP"	0.56876284595879
"431"	"AIPL1"	0.062479831106747
"432"	"AIRE"	0.0193884504481109
"433"	"AJAP1"	8.81878453837803e-05
"434"	"AK1"	0.0688573701977437
"435"	"AK2"	0.607573228009943
"436"	"AK3"	0.00100535775416444
"437"	"AK3L1"	0.000153707149245896
"438"	"AK5"	0.776847229348278
"439"	"AK7"	0.00291410499195355
"440"	"AKAP10"	0.00965273939079592
"441"	"AKAP11"	0.0120589549726159
"442"	"AKAP12"	0.175420166968451
"443"	"AKAP13"	0.00580457423835323
"444"	"AKAP14"	0.649773633106357
"445"	"AKAP1"	0.0048041491336136
"446"	"AKAP2"	0.00326119649964862
"447"	"AKAP3"	0.317737420285795
"448"	"AKAP4"	0.117245621791472
"449"	"AKAP5"	0.888569690755267
"450"	"AKAP6"	2.89605986902863e-06
"451"	"AKAP7"	0.628170222209648
"452"	"AKAP8"	0.522561869216986
"453"	"AKAP8L"	0.0160638041010436
"454"	"AKAP9"	0.347501022068637
"455"	"AKD1"	0.332580634827239
"456"	"AKIRIN1"	0.453415708109614
"457"	"AKIRIN2"	0.924655568666032
"458"	"AKNA"	0.570396862239067
"459"	"AKNAD1"	7.45894681652981e-06
"460"	"AKR1A1"	0.322025375732334
"461"	"AKR1B10"	0.00475557097156765
"462"	"AKR1B1"	0.941575377683114
"463"	"AKR1B15"	8.98409715621717e-07
"464"	"AKR1C1"	0.00444443994190769
"465"	"AKR1C2"	0.968581297508292
"466"	"AKR1C3"	0.282792777938447
"467"	"AKR1C4"	0.183860945084969
"468"	"AKR1CL1"	0.778038277944437
"469"	"AKR1D1"	0.0456813046063125
"470"	"AKR1E2"	0.0899409305051503
"471"	"AKR7A2"	0.000304943210515551
"472"	"AKR7A3"	0.0561693657363077
"473"	"AKR7L"	0.362999833330998
"474"	"AKT1"	0.431106658290523
"475"	"AKT1S1"	0.508207632379321
"476"	"AKT2"	0.0779221440250311
"477"	"AKT3"	0.000283117207971362
"478"	"AKTIP"	0.00294932736382303
"479"	"ALAD"	6.21727888860946e-06
"480"	"ALAS1"	0.0274797664508847
"481"	"ALAS2"	0.979611676847687
"482"	"ALB"	0.261448463318482
"483"	"ALCAM"	0.134714712705711
"484"	"ALDH16A1"	0.0758923106617952
"485"	"ALDH18A1"	0.056087308164826
"486"	"ALDH1A1"	0.416210558592807
"487"	"ALDH1A2"	0.668337628771873
"488"	"ALDH1A3"	0.093155511982854
"489"	"ALDH1B1"	0.00622621811351232
"490"	"ALDH1L1"	0.0124922564671912
"491"	"ALDH1L2"	0.00549159041380176
"492"	"ALDH2"	0.159783689556821
"493"	"ALDH3A1"	0.00944007828273985
"494"	"ALDH3A2"	1.35906339848724e-07
"495"	"ALDH3B1"	0.931594165229594
"496"	"ALDH3B2"	0.900830726743106
"497"	"ALDH4A1"	0.796213826477767
"498"	"ALDH5A1"	0.359305345359486
"499"	"ALDH6A1"	5.38916034475978e-06
"500"	"ALDH7A1"	4.17463149404718e-06
"501"	"ALDH8A1"	0.004484415132887
"502"	"ALDH9A1"	0.0691505531233744
"503"	"ALDOA"	0.728040955904429
"504"	"ALDOB"	0.0186854512173116
"505"	"ALDOC"	0.53244405319014
"506"	"ALG10"	0.0163163686363808
"507"	"ALG10B"	0.170779101128888
"508"	"ALG11"	0.460923467784592
"509"	"ALG12"	0.978265930253403
"510"	"ALG13"	0.513520388317767
"511"	"ALG14"	0.0299312845967767
"512"	"ALG1"	0.585297087795449
"513"	"ALG1L"	0.0376007564674963
"514"	"ALG2"	0.0116214795919227
"515"	"ALG3"	0.00120527804817061
"516"	"ALG5"	0.0994596695806637
"517"	"ALG6"	0.718241902210179
"518"	"ALG8"	0.955786757225181
"519"	"ALG9"	0.210951453479693
"520"	"ALK"	0.527812466068113
"521"	"ALKBH1"	0.00519285658724056
"522"	"ALKBH2"	0.175922465555662
"523"	"ALKBH3"	0.857253613612574
"524"	"ALKBH4"	0.802646596207056
"525"	"ALKBH5"	0.0314893256986635
"526"	"ALKBH6"	0.000116007154802089
"527"	"ALKBH7"	0.469856052470564
"528"	"ALKBH8"	0.326841053466482
"529"	"ALLC"	0.565897031260778
"530"	"ALMS1"	0.0135051929745739
"531"	"ALMS1P"	0.00148027780679483
"532"	"ALOX12"	0.664355166131731
"533"	"ALOX12B"	0.216865705409381
"534"	"ALOX12P2"	0.0566554028077373
"535"	"ALOX15"	0.445350303315093
"536"	"ALOX15B"	0.426660305758825
"537"	"ALOX5"	0.917189866758648
"538"	"ALOX5AP"	0.0454377230530635
"539"	"ALOXE3"	0.0351799649214677
"540"	"ALPI"	0.936152327746634
"541"	"ALPK1"	0.325725716633291
"542"	"ALPK2"	0.532177815648923
"543"	"ALPK3"	0.754607941204954
"544"	"ALPL"	0.0725279986802828
"545"	"ALPP"	0.148640579881923
"546"	"ALS2"	0.0724727594530514
"547"	"ALS2CL"	0.203135624958997
"548"	"ALS2CR11"	0.350632928611363
"549"	"ALS2CR12"	0.616438584552016
"550"	"ALS2CR4"	0.821445829571267
"551"	"ALS2CR8"	0.787588933509465
"552"	"ALX1"	0.961714125225921
