"Gene"	"P-value"
"403"	"AHR"	0.0554042356298323
"404"	"AHRR"	0.0380568014907127
"405"	"AHSA1"	5.22644935239125e-05
"406"	"AHSA2"	0.887880114209909
"407"	"AHSG"	0.00110991759484191
"408"	"AHSP"	0.584395385177117
"409"	"AICDA"	0.00435555846457725
"410"	"AIDA"	0.000837036104100797
"411"	"AIF1"	0.834610788555118
"412"	"AIF1L"	0.0577312996753608
"413"	"AIFM1"	0.535085307946229
"414"	"AIFM2"	0.689637193788821
"415"	"AIFM3"	0.531727192775271
"416"	"AIG1"	0.417338165508509
"417"	"AIM1"	0.91494155895296
"418"	"AIM1L"	0.113596468491776
"419"	"AIM2"	0.00754097000056853
"420"	"AIMP1"	0.596778424525859
"421"	"AIMP2"	0.435367074648742
"422"	"AIP"	0.618658010017108
"423"	"AIRE"	0.595764898745381
"424"	"AJAP1"	0.36127586415142
"425"	"AK1"	0.0521109906489901
"426"	"AK2"	0.0177231504099546
"427"	"AK3"	0.0926931371204239
"428"	"AK3L1"	0.246238559979263
"429"	"AK5"	0.521807845457847
"430"	"AK7"	0.886660591152114
"431"	"AKAP10"	0.655479254114006
"432"	"AKAP11"	0.902857640191815
"433"	"AKAP12"	0.177827452820694
"434"	"AKAP13"	0.900136959910078
"435"	"AKAP1"	0.887679397973378
"436"	"AKAP2"	0.0232382877238236
"437"	"AKAP3"	0.713010542960878
"438"	"AKAP5"	0.301543586449416
"439"	"AKAP6"	0.714568624173424
"440"	"AKAP7"	0.0116276214486102
"441"	"AKAP8"	0.437088117447468
"442"	"AKAP8L"	0.245153102885917
"443"	"AKAP9"	0.169351608288215
"444"	"AKD1"	0.295029569389538
"445"	"AKIRIN1"	0.380324760029976
"446"	"AKIRIN2"	0.0160607606245068
"447"	"AKNA"	0.00452700759260449
"448"	"AKNAD1"	0.0301585821197624
"449"	"AKR1A1"	0.678838540912766
"450"	"AKR1B10"	0.000639488488443085
"451"	"AKR1B1"	0.602385955168355
"452"	"AKR1B15"	0.000796614721938149
"453"	"AKR1C1"	0.460874013156976
"454"	"AKR1C2"	0.24190936766507
"455"	"AKR1C3"	0.00766045795179826
"456"	"AKR1C4"	0.841882861916643
"457"	"AKR1CL1"	0.131985333871758
"458"	"AKR1D1"	0.502347698647071
"459"	"AKR1E2"	0.0894259584964484
"460"	"AKR7A2"	0.0532675179954941
"461"	"AKR7A3"	0.33629217681635
"462"	"AKR7L"	0.245663991465664
"463"	"AKT1"	0.00831154840083426
"464"	"AKT1S1"	0.218111299654378
"465"	"AKT2"	0.498528841103658
"466"	"AKT3"	0.0134179782640209
"467"	"AKTIP"	0.0336948817954863
"468"	"ALAD"	0.681751231538174
"469"	"ALAS1"	0.00615680171288013
"470"	"ALAS2"	0.9006226527729
"471"	"ALB"	0.980345433055071
"472"	"ALCAM"	0.238867051116212
"473"	"ALDH16A1"	0.75390966426941
"474"	"ALDH18A1"	0.053365567822478
"475"	"ALDH1A1"	0.304410114932477
"476"	"ALDH1A2"	0.263175998774701
"477"	"ALDH1A3"	0.23269502761838
"478"	"ALDH1B1"	0.72967798801909
"479"	"ALDH1L1"	0.132999819852914
"480"	"ALDH1L2"	1.30569034458849e-05
"481"	"ALDH2"	0.0169888169319085
"482"	"ALDH3A1"	0.184931727104859
"483"	"ALDH3A2"	0.69092531599258
"484"	"ALDH3B1"	0.12754891545645
"485"	"ALDH3B2"	0.00688490638172323
"486"	"ALDH4A1"	0.073836058344187
"487"	"ALDH5A1"	0.290690568120829
"488"	"ALDH6A1"	0.00435495660322949
"489"	"ALDH7A1"	0.763205770852325
"490"	"ALDH8A1"	0.785269548013038
"491"	"ALDH9A1"	0.764253590606088
"492"	"ALDOA"	0.375672073869803
"493"	"ALDOB"	0.667627123425452
"494"	"ALDOC"	0.00218243972155452
"495"	"ALG10"	0.00945639117828079
"496"	"ALG10B"	0.583451843316372
"497"	"ALG11"	0.494802304604775
"498"	"ALG12"	0.362429670669713
"499"	"ALG13"	0.513003563785381
"500"	"ALG14"	0.637242913800286
"501"	"ALG1"	0.55335359581144
"502"	"ALG1L"	0.291587128790007
"503"	"ALG2"	0.722597108500441
"504"	"ALG3"	0.0315101760524015
"505"	"ALG5"	0.594937840355124
"506"	"ALG6"	0.0370774631668694
"507"	"ALG8"	0.00398033598639325
"508"	"ALG9"	0.355549655551047
"509"	"ALK"	0.013216747337125
"510"	"ALKBH1"	0.697398366699489
"511"	"ALKBH2"	0.0278879374031386
"512"	"ALKBH3"	0.518622436831072
"513"	"ALKBH4"	0.82145882527453
"514"	"ALKBH5"	0.64967053350479
"515"	"ALKBH6"	0.749878759348741
"516"	"ALKBH7"	0.0965811467377414
"517"	"ALKBH8"	0.447593514058916
"518"	"ALLC"	0.290497795600227
"519"	"ALMS1"	0.0936194181048478
"520"	"ALMS1P"	0.473201028249735
"521"	"ALOX12"	0.885750036457201
"522"	"ALOX12B"	0.648519471577805
"523"	"ALOX12P2"	0.275380752375059
"524"	"ALOX15"	0.532470298572508
"525"	"ALOX15B"	0.0426151375885995
"526"	"ALOX5"	0.279547698000252
"527"	"ALOX5AP"	0.805755635519467
"528"	"ALOXE3"	0.000111224924560616
"529"	"ALPI"	0.300091471863703
"530"	"ALPK1"	0.291428644157055
"531"	"ALPK2"	0.150551887515432
"532"	"ALPK3"	0.829897961358488
"533"	"ALPL"	0.563844596230691
"534"	"ALS2"	0.00174024562061459
"535"	"ALS2CL"	0.200192097006913
"536"	"ALS2CR11"	0.0580475951447059
"537"	"ALS2CR12"	0.564983667953685
"538"	"ALS2CR4"	0.0539644332503282
"539"	"ALS2CR8"	0.973454671546412
"540"	"ALX1"	0.00402293224354966
"541"	"ALX3"	0.774674163815585
"542"	"ALX4"	0.0353137647933339
"543"	"AMAC1"	0.933948171735248
"544"	"AMAC1L2"	0.760799778946039
"545"	"AMAC1L3"	0.0932498054163848
"546"	"AMACR"	0.313834264507898
"547"	"AMBP"	0.0387134079853636
"548"	"AMBRA1"	0.729229011355338
"549"	"AMD1"	0.562448920992496
"550"	"AMDHD1"	0.929386064467331
"551"	"AMDHD2"	0.896259407134332
"552"	"AMFR"	0.413564384954451
"553"	"AMH"	0.0106844066504305
"554"	"AMHR2"	0.238312125731672
"555"	"AMICA1"	0.655667856456995
"556"	"AMIGO1"	0.336535953922587
"557"	"AMIGO2"	0.0228076839370697
"558"	"AMIGO3"	0.67619561128394
"559"	"AMMECR1"	0.00297102690311302
"560"	"AMMECR1L"	0.0061872263253705
"561"	"AMN1"	0.151873332760014
"562"	"AMN"	0.139315452599883
"563"	"AMOT"	0.321803842217942
"564"	"AMOTL1"	0.357342825122368
"565"	"AMOTL2"	0.961275640459858
"566"	"AMPD1"	0.538437158151827
"567"	"AMPD2"	0.795178924961682
"568"	"AMPD3"	0.56922003960541
"569"	"AMPH"	0.175073251021148
"570"	"AMT"	0.00384253243800836
"571"	"AMY1A"	0.83665280951879
"572"	"AMY2A"	0.0764287437534275
"573"	"AMY2B"	0.429857415388377
"574"	"AMZ1"	0.426272855480367
"575"	"AMZ2"	0.235886752710059
"576"	"AMZ2P1"	0.209617108908261
"577"	"ANAPC10"	0.404005915783986
"578"	"ANAPC11"	0.405374637229473
"579"	"ANAPC13"	0.42131359453124
"580"	"ANAPC16"	0.165234354210665
"581"	"ANAPC1"	0.0292108590060719
"582"	"ANAPC2"	0.157140944425707
"583"	"ANAPC4"	0.346755716178352
"584"	"ANAPC5"	0.0350989955292106
"585"	"ANAPC7"	0.0515730511948256
"586"	"ANG"	0.700172289717039
"587"	"ANGEL1"	0.907923032887254
"588"	"ANGEL2"	0.0631270591168756
"589"	"ANGPT1"	0.225612183020954
"590"	"ANGPT2"	1.62752136391164e-05
"591"	"ANGPT4"	0.0162524700780161
"592"	"ANGPTL1"	0.904143295081047
"593"	"ANGPTL2"	0.0751320700786886
"594"	"ANGPTL3"	0.482228954120299
"595"	"ANGPTL4"	0.293002709663525
"596"	"ANGPTL5"	0.0888082253225203
"597"	"ANGPTL6"	0.127075884914219
"598"	"ANGPTL7"	0.151876510661894
"599"	"ANK1"	0.734641326257659
"600"	"ANK2"	0.673680269976861
"601"	"ANK3"	0.738464142719222
"602"	"ANKAR"	0.912031790360731
"603"	"ANKDD1A"	0.0975516855143471
"604"	"ANKFY1"	0.550236381135445
"605"	"ANKH"	0.954423455218356
"606"	"ANKHD1"	0.0394971584429208
"607"	"ANKHD1-EIF4EBP3"	0.536014691368904
"608"	"ANKIB1"	0.889201234021041
"609"	"ANKK1"	0.326897123375814
